Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
-----------------------------------------------
                0.00    0.00       4/4           __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >** std::copy<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**) [572]
[497]    0.0    0.00    0.00       4         std::_Miter_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**>::iterator_type std::__miter_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**) [497]
                0.00    0.00       4/15          std::_Iter_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, false>::_S_base(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**) [438]
-----------------------------------------------
                0.00    0.00       4/4           std::_Bit_iterator std::copy<std::_Bit_iterator, std::_Bit_iterator>(std::_Bit_iterator, std::_Bit_iterator, std::_Bit_iterator) [573]
[498]    0.0    0.00    0.00       4         std::_Miter_base<std::_Bit_iterator>::iterator_type std::__miter_base<std::_Bit_iterator>(std::_Bit_iterator) [498]
                0.00    0.00       4/13          std::_Iter_base<std::_Bit_iterator, false>::_S_base(std::_Bit_iterator) [441]
-----------------------------------------------
                0.00    0.00       4/4           void std::_Destroy<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>&) [500]
[499]    0.0    0.00    0.00       4         void std::_Destroy<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**) [499]
                0.00    0.00       4/4           void std::_Destroy_aux<true>::__destroy<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**) [495]
-----------------------------------------------
                0.00    0.00       1/4           std::vector<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::reserve(unsigned long) [82]
                0.00    0.00       3/4           std::vector<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::~vector() [528]
[500]    0.0    0.00    0.00       4         void std::_Destroy<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>&) [500]
                0.00    0.00       4/4           void std::_Destroy<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**) [499]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::__alloc_traits<std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::deallocate(std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>&, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long) [507]
[501]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>::deallocate(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long) [501]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::__alloc_traits<std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::allocate(std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>&, unsigned long) [508]
[502]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>::allocate(unsigned long, void const*) [502]
                0.00    0.00       3/4           __gnu_cxx::new_allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>::max_size() const [491]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::__alloc_traits<std::allocator<unsigned long> >::deallocate(std::allocator<unsigned long>&, unsigned long*, unsigned long) [509]
[503]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long) [503]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::__alloc_traits<std::allocator<unsigned long> >::allocate(std::allocator<unsigned long>&, unsigned long) [510]
[504]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*) [504]
                0.00    0.00       3/7           __gnu_cxx::new_allocator<unsigned long>::max_size() const [473]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<unsigned long>::allocator() [516]
[505]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<unsigned long>::new_allocator() [505]
-----------------------------------------------
                0.00    0.00       3/3           std::allocator<unsigned long>::~allocator() [517]
[506]    0.0    0.00    0.00       3         __gnu_cxx::new_allocator<unsigned long>::~new_allocator() [506]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::_M_deallocate(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long) [496]
[507]    0.0    0.00    0.00       3         __gnu_cxx::__alloc_traits<std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::deallocate(std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>&, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long) [507]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>::deallocate(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long) [501]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::_M_allocate(unsigned long) [520]
[508]    0.0    0.00    0.00       3         __gnu_cxx::__alloc_traits<std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::allocate(std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>&, unsigned long) [508]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>::allocate(unsigned long, void const*) [502]
-----------------------------------------------
                0.00    0.00       3/3           std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [477]
[509]    0.0    0.00    0.00       3         __gnu_cxx::__alloc_traits<std::allocator<unsigned long> >::deallocate(std::allocator<unsigned long>&, unsigned long*, unsigned long) [509]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long) [503]
-----------------------------------------------
                0.00    0.00       3/3           std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [524]
[510]    0.0    0.00    0.00       3         __gnu_cxx::__alloc_traits<std::allocator<unsigned long> >::allocate(std::allocator<unsigned long>&, unsigned long) [510]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*) [504]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::hashtable<std::pair<unsigned long const, unsigned int>, unsigned long, __gnu_cxx::hash<unsigned long>, std::_Select1st<std::pair<unsigned long const, unsigned int> >, std::equal_to<unsigned long>, std::allocator<unsigned int> >::_M_next_size(unsigned long) const [514]
[511]    0.0    0.00    0.00       3         __gnu_cxx::__stl_next_prime(unsigned long) [511]
                0.00    0.00       3/3           __gnu_cxx::_Hashtable_prime_list<unsigned long>::_S_get_prime_list() [512]
                0.00    0.00       3/3           unsigned long const* std::lower_bound<unsigned long const*, unsigned long>(unsigned long const*, unsigned long const*, unsigned long const&) [532]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::__stl_next_prime(unsigned long) [511]
[512]    0.0    0.00    0.00       3         __gnu_cxx::_Hashtable_prime_list<unsigned long>::_S_get_prime_list() [512]
-----------------------------------------------
                0.00    0.00       3/3           unsigned long const* std::lower_bound<unsigned long const*, unsigned long>(unsigned long const*, unsigned long const*, unsigned long const&) [532]
[513]    0.0    0.00    0.00       3         __gnu_cxx::__ops::__iter_less_val() [513]
-----------------------------------------------
                0.00    0.00       1/3           __gnu_cxx::hashtable<std::pair<unsigned long const, unsigned int>, unsigned long, __gnu_cxx::hash<unsigned long>, std::_Select1st<std::pair<unsigned long const, unsigned int> >, std::equal_to<unsigned long>, std::allocator<unsigned int> >::_M_initialize_buckets(unsigned long) [80]
                0.00    0.00       2/3           __gnu_cxx::hashtable<std::pair<unsigned long const, unsigned int>, unsigned long, __gnu_cxx::hash<unsigned long>, std::_Select1st<std::pair<unsigned long const, unsigned int> >, std::equal_to<unsigned long>, std::allocator<unsigned int> >::resize(unsigned long) [25]
[514]    0.0    0.00    0.00       3         __gnu_cxx::hashtable<std::pair<unsigned long const, unsigned int>, unsigned long, __gnu_cxx::hash<unsigned long>, std::_Select1st<std::pair<unsigned long const, unsigned int> >, std::equal_to<unsigned long>, std::allocator<unsigned int> >::_M_next_size(unsigned long) const [514]
                0.00    0.00       3/3           __gnu_cxx::__stl_next_prime(unsigned long) [511]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::max_size() const [596]
                0.00    0.00       2/3           std::_Vector_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::get_allocator() const [546]
[515]    0.0    0.00    0.00       3         std::_Vector_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::_M_get_Tp_allocator() const [515]
-----------------------------------------------
                0.00    0.00       3/3           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl() [71]
[516]    0.0    0.00    0.00       3         std::allocator<unsigned long>::allocator() [516]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<unsigned long>::new_allocator() [505]
-----------------------------------------------
                0.00    0.00       3/3           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::~_Bvector_impl() [525]
[517]    0.0    0.00    0.00       3         std::allocator<unsigned long>::~allocator() [517]
                0.00    0.00       3/3           __gnu_cxx::new_allocator<unsigned long>::~new_allocator() [506]
-----------------------------------------------
                0.00    0.00       3/3           unsigned long* std::__copy_move_a<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [534]
[518]    0.0    0.00    0.00       3         unsigned long* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned long>(unsigned long const*, unsigned long const*, unsigned long*) [518]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<State*, std::allocator<State*> >::reserve(unsigned long) [395]
                0.00    0.00       2/3           std::_Vector_base<State*, std::allocator<State*> >::~_Vector_base() [554]
[519]    0.0    0.00    0.00       3         std::_Vector_base<State*, std::allocator<State*> >::_M_deallocate(State**, unsigned long) [519]
                0.00    0.00       1/1           __gnu_cxx::__alloc_traits<std::allocator<State*> >::deallocate(std::allocator<State*>&, State**, unsigned long) [591]
-----------------------------------------------
                0.00    0.00       1/3           __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >** std::vector<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::_M_allocate_and_copy<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**>(unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**) [624]
                0.00    0.00       2/3           std::_Vector_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::_M_create_storage(unsigned long) [556]
[520]    0.0    0.00    0.00       3         std::_Vector_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::_M_allocate(unsigned long) [520]
                0.00    0.00       3/3           __gnu_cxx::__alloc_traits<std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::allocate(std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>&, unsigned long) [508]
-----------------------------------------------
                0.00    0.00       1/3           std::_Vector_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::_Vector_base(std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> const&) [615]
                0.00    0.00       2/3           std::_Vector_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::_Vector_base(unsigned long, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> const&) [557]
[521]    0.0    0.00    0.00       3         std::_Vector_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::_Vector_impl::_Vector_impl(std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> const&) [521]
                0.00    0.00       3/5           std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>::allocator(std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> const&) [486]
-----------------------------------------------
                0.00    0.00       3/3           std::_Vector_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::~_Vector_base() [523]
[522]    0.0    0.00    0.00       3         std::_Vector_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::_Vector_impl::~_Vector_impl() [522]
                0.00    0.00       3/6           std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>::~allocator() [476]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::~vector() [528]
[523]    0.0    0.00    0.00       3         std::_Vector_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::~_Vector_base() [523]
                0.00    0.00       3/4           std::_Vector_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::_M_deallocate(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long) [496]
                0.00    0.00       3/3           std::_Vector_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::_Vector_impl::~_Vector_impl() [522]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [77]
                0.00    0.00       2/3           std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool) [57]
[524]    0.0    0.00    0.00       3         std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [524]
                0.00    0.00       3/6           std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long) [478]
                0.00    0.00       3/3           __gnu_cxx::__alloc_traits<std::allocator<unsigned long> >::allocate(std::allocator<unsigned long>&, unsigned long) [510]
-----------------------------------------------
                0.00    0.00       3/3           std::_Bvector_base<std::allocator<bool> >::~_Bvector_base() [526]
[525]    0.0    0.00    0.00       3         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::~_Bvector_impl() [525]
                0.00    0.00       3/3           std::allocator<unsigned long>::~allocator() [517]
-----------------------------------------------
                0.00    0.00       3/3           std::vector<bool, std::allocator<bool> >::~vector() [627]
[526]    0.0    0.00    0.00       3         std::_Bvector_base<std::allocator<bool> >::~_Bvector_base() [526]
                0.00    0.00       3/6           std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [477]
                0.00    0.00       3/3           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::~_Bvector_impl() [525]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >** std::uninitialized_fill_n<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >* const&) [537]
[527]    0.0    0.00    0.00       3         __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >** std::__uninitialized_fill_n<true>::__uninit_fill_n<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >* const&) [527]
                0.00    0.00       3/3           __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >** std::fill_n<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >* const&) [540]
-----------------------------------------------
                0.00    0.00       1/3           __gnu_cxx::hashtable<std::pair<unsigned long const, unsigned int>, unsigned long, __gnu_cxx::hash<unsigned long>, std::_Select1st<std::pair<unsigned long const, unsigned int> >, std::equal_to<unsigned long>, std::allocator<unsigned int> >::~hashtable() [54]
                0.00    0.00       2/3           __gnu_cxx::hashtable<std::pair<unsigned long const, unsigned int>, unsigned long, __gnu_cxx::hash<unsigned long>, std::_Select1st<std::pair<unsigned long const, unsigned int> >, std::equal_to<unsigned long>, std::allocator<unsigned int> >::resize(unsigned long) [25]
[528]    0.0    0.00    0.00       3         std::vector<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::~vector() [528]
                0.00    0.00       3/13          std::_Vector_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::_M_get_Tp_allocator() [442]
                0.00    0.00       3/3           std::_Vector_base<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*> >::~_Vector_base() [523]
                0.00    0.00       3/4           void std::_Destroy<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>&) [500]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<bool, std::allocator<bool> >::operator=(std::vector<bool, std::allocator<bool> > const&) [68]
                0.00    0.00       2/3           std::vector<bool, std::allocator<bool> >::_M_fill_insert(std::_Bit_iterator, unsigned long, bool) [57]
[529]    0.0    0.00    0.00       3         std::vector<bool, std::allocator<bool> >::begin() [529]
-----------------------------------------------
                0.00    0.00       3/3           std::iterator_traits<unsigned long const*>::difference_type std::distance<unsigned long const*>(unsigned long const*, unsigned long const*) [541]
[530]    0.0    0.00    0.00       3         std::iterator_traits<unsigned long const*>::difference_type std::__distance<unsigned long const*>(unsigned long const*, unsigned long const*, std::random_access_iterator_tag) [530]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >** std::fill_n<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >* const&) [540]
[531]    0.0    0.00    0.00       3         __gnu_cxx::__enable_if<std::__is_scalar<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>::__value, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**>::__type std::__fill_n_a<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >* const&) [531]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::__stl_next_prime(unsigned long) [511]
[532]    0.0    0.00    0.00       3         unsigned long const* std::lower_bound<unsigned long const*, unsigned long>(unsigned long const*, unsigned long const*, unsigned long const&) [532]
                0.00    0.00       3/3           __gnu_cxx::__ops::__iter_less_val() [513]
                0.00    0.00       3/3           unsigned long const* std::__lower_bound<unsigned long const*, unsigned long, __gnu_cxx::__ops::_Iter_less_val>(unsigned long const*, unsigned long const*, unsigned long const&, __gnu_cxx::__ops::_Iter_less_val) [535]
-----------------------------------------------
                0.00    0.00       3/3           State** std::__copy_move_a2<false, State**, State**>(State**, State**, State**) [629]
[533]    0.0    0.00    0.00       3         std::_Niter_base<State**>::iterator_type std::__niter_base<State**>(State**) [533]
                0.00    0.00       3/5           std::_Iter_base<State**, false>::_S_base(State**) [487]
-----------------------------------------------
                0.00    0.00       3/3           unsigned long* std::__copy_move_a2<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [536]
[534]    0.0    0.00    0.00       3         unsigned long* std::__copy_move_a<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [534]
                0.00    0.00       3/3           unsigned long* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned long>(unsigned long const*, unsigned long const*, unsigned long*) [518]
-----------------------------------------------
                0.00    0.00       3/3           unsigned long const* std::lower_bound<unsigned long const*, unsigned long>(unsigned long const*, unsigned long const*, unsigned long const&) [532]
[535]    0.0    0.00    0.00       3         unsigned long const* std::__lower_bound<unsigned long const*, unsigned long, __gnu_cxx::__ops::_Iter_less_val>(unsigned long const*, unsigned long const*, unsigned long const&, __gnu_cxx::__ops::_Iter_less_val) [535]
                0.00    0.00      15/15          void std::advance<unsigned long const*, long>(unsigned long const*&, long) [439]
                0.00    0.00      15/15          bool __gnu_cxx::__ops::_Iter_less_val::operator()<unsigned long const*, unsigned long const>(unsigned long const*, unsigned long const&) const [437]
                0.00    0.00       3/3           std::iterator_traits<unsigned long const*>::difference_type std::distance<unsigned long const*>(unsigned long const*, unsigned long const*) [541]
-----------------------------------------------
                0.00    0.00       3/3           unsigned long* std::copy<unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [539]
[536]    0.0    0.00    0.00       3         unsigned long* std::__copy_move_a2<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [536]
                0.00    0.00       9/13          std::_Niter_base<unsigned long*>::iterator_type std::__niter_base<unsigned long*>(unsigned long*) [443]
                0.00    0.00       3/3           unsigned long* std::__copy_move_a<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [534]
-----------------------------------------------
                0.00    0.00       3/3           __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >** std::__uninitialized_fill_n_a<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >* const&, std::allocator<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>&) [538]
[537]    0.0    0.00    0.00       3         __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >** std::uninitialized_fill_n<__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >*>(__gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >**, unsigned long, __gnu_cxx::_Hashtable_node<std::pair<unsigned long const, unsigned int> >* const&) [537]
